,method,time,PDI91101,FI91601,FA,L2,LIMS_S905_Water,LIMS_S907_Water
361,Polynomial,2.69,0.0,567.08,0.505,0.43400000000000005,0.0,0.0
362,Polynomial,2.69,0.0,567.08,0.505,0.43500000000000005,0.0,0.0
363,Polynomial,2.69,0.0,567.08,0.505,0.43600000000000005,0.0,0.0
364,Polynomial,2.69,0.0,567.08,0.505,0.43700000000000006,0.0,0.0
365,Polynomial,2.69,0.0,567.08,0.505,0.43800000000000006,0.0,0.0
366,Polynomial,2.69,0.0,567.08,0.505,0.43900000000000006,0.0,0.0
367,Polynomial,2.69,0.0,567.08,0.505,0.44000000000000006,0.0,0.0
368,Polynomial,2.69,0.0,567.08,0.505,0.44100000000000006,0.0,0.0
369,Polynomial,2.69,0.0,567.08,0.505,0.44200000000000006,0.0,0.0
370,Polynomial,2.69,0.0,567.08,0.505,0.44300000000000006,0.0,0.0
371,Polynomial,2.69,0.0,567.08,0.505,0.44400000000000006,0.0,0.0
372,Polynomial,2.69,0.0,567.08,0.505,0.44500000000000006,0.0,0.0
373,Polynomial,2.69,0.0,567.08,0.505,0.44600000000000006,0.0,0.0
374,Polynomial,2.69,0.0,567.08,0.505,0.44700000000000006,0.0,0.0
375,Polynomial,2.69,0.0,567.08,0.505,0.44800000000000006,0.0,0.0
376,Polynomial,2.69,0.0,567.08,0.505,0.44900000000000007,0.0,0.0
377,Polynomial,2.69,0.0,567.08,0.505,0.45000000000000007,0.0,0.0
378,Polynomial,2.69,0.0,567.08,0.505,0.45100000000000007,0.0,0.0
379,Polynomial,2.69,0.0,567.08,0.505,0.45200000000000007,0.0,0.0
380,Polynomial,2.69,0.0,567.08,0.505,0.45300000000000007,0.0,0.0
381,Polynomial,2.69,0.0,567.08,0.505,0.45400000000000007,0.0,0.0
382,Polynomial,2.69,0.0,567.08,0.505,0.45500000000000007,0.0,0.0
383,Polynomial,2.69,0.0,567.08,0.505,0.45600000000000007,0.0,0.0
384,Polynomial,2.69,0.0,567.08,0.505,0.4570000000000001,0.0,0.0
385,Polynomial,2.69,0.0,567.08,0.505,0.4580000000000001,0.0,0.0
386,Polynomial,2.69,0.0,567.08,0.505,0.4590000000000001,0.0,0.0
387,Polynomial,2.69,0.0,567.08,0.505,0.4600000000000001,0.0,0.0
388,Polynomial,2.69,0.0,567.08,0.505,0.4610000000000001,0.0,0.0
389,Polynomial,2.69,0.0,567.08,0.505,0.4620000000000001,0.0,0.0
390,Polynomial,2.69,0.0,567.08,0.505,0.4630000000000001,0.0,0.0
391,Polynomial,2.69,0.0,567.08,0.505,0.4640000000000001,0.0,0.0
392,Polynomial,2.69,0.0,567.08,0.505,0.4650000000000001,0.0,0.0
393,Polynomial,2.69,0.0,567.08,0.505,0.4660000000000001,0.0,0.0
394,Polynomial,2.69,0.0,567.08,0.505,0.4670000000000001,0.0,0.0
395,Polynomial,2.69,0.0,567.08,0.505,0.4680000000000001,0.0,0.0
396,Polynomial,2.69,0.0,567.08,0.505,0.4690000000000001,0.0,0.0
397,Polynomial,2.69,0.0,567.08,0.505,0.4700000000000001,0.0,0.0
398,Polynomial,2.69,0.0,567.08,0.505,0.4710000000000001,0.0,0.0
399,Polynomial,2.69,0.0,567.08,0.505,0.4720000000000001,0.0,0.0
400,Polynomial,2.69,0.0,567.08,0.505,0.4730000000000001,0.0,0.0
401,Polynomial,2.69,0.0,567.08,0.505,0.4740000000000001,0.0,0.0
402,Polynomial,2.69,0.0,567.08,0.505,0.4750000000000001,0.0,0.0
403,Polynomial,2.69,0.0,567.08,0.505,0.4760000000000001,0.0,0.0
404,Polynomial,2.69,0.0,567.08,0.505,0.4770000000000001,0.0,0.0
405,Polynomial,2.69,0.0,567.08,0.505,0.4780000000000001,0.0,0.0
406,Polynomial,2.69,0.0,567.08,0.505,0.4790000000000001,0.0,0.0
407,Polynomial,2.69,0.0,567.08,0.505,0.48,0.0,0.0
